sorteo,fecha,dia,mes,anio,dia_semana,LOTO_n1,LOTO_n2,LOTO_n3,LOTO_n4,LOTO_n5,LOTO_n6,LOTO_comodin,LOTO_GANADORES,LOTO_MONTO,LOTO_POZO_ACUMULADO,SUPER_QUINA_5_ACIERTOS_COMODIN_GANADORES,SUPER_QUINA_5_ACIERTOS_COMODIN_MONTO,QUINA_5_ACIERTOS_GANADORES,QUINA_5_ACIERTOS_MONTO,SUPER_CUATERNA_4_ACIERTOS_COMODIN_GANADORES,SUPER_CUATERNA_4_ACIERTOS_COMODIN_MONTO,CUATERNA_4_ACIERTOS_GANADORES,CUATERNA_4_ACIERTOS_MONTO,SUPER_TERNA_3_ACIERTOS_COMODIN_GANADORES,SUPER_TERNA_3_ACIERTOS_COMODIN_MONTO,TERNA_3_ACIERTOS_GANADORES,TERNA_3_ACIERTOS_MONTO,SUPER_DUPLA_2_ACIERTOS_COMODIN_GANADORES,SUPER_DUPLA_2_ACIERTOS_COMODIN_MONTO,AHORA_SI_QUE_SI_n1,AHORA_SI_QUE_SI_n2,AHORA_SI_QUE_SI_n3,AHORA_SI_QUE_SI_n4,AHORA_SI_QUE_SI_n5,AHORA_SI_QUE_SI_n6,AHORA_SI_QUE_SI_GANADORES,AHORA_SI_QUE_SI_MONTO,AHORA_SI_QUE_SI_ACUMULADO,RECARGADO_n1,RECARGADO_n2,RECARGADO_n3,RECARGADO_n4,RECARGADO_n5,RECARGADO_n6,RECARGADO_6_ACIERTOS_GANADORES,RECARGADO_6_ACIERTOS_MONTO,RECARGADO_POZO_ACUMULADO,REVANCHA_n1,REVANCHA_n2,REVANCHA_n3,REVANCHA_n4,REVANCHA_n5,REVANCHA_n6,REVANCHA_GANADORES,REVANCHA_MONTO,REVANCHA_POZO_ACUMULADO,DESQUITE_n1,DESQUITE_n2,DESQUITE_n3,DESQUITE_n4,DESQUITE_n5,DESQUITE_n6,DESQUITE_GANADORES,DESQUITE_MONTO,DESQUITE_POZO_ACUMULADO,JUBILAZO_1_n1,JUBILAZO_1_n2,JUBILAZO_1_n3,JUBILAZO_1_n4,JUBILAZO_1_n5,JUBILAZO_1_n6,JUBILAZO_2_n1,JUBILAZO_2_n2,JUBILAZO_2_n3,JUBILAZO_2_n4,JUBILAZO_2_n5,JUBILAZO_2_n6,JUBILAZO_3_n1,JUBILAZO_3_n2,JUBILAZO_3_n3,JUBILAZO_3_n4,JUBILAZO_3_n5,JUBILAZO_3_n6,JUBILAZO_4_n1,JUBILAZO_4_n2,JUBILAZO_4_n3,JUBILAZO_4_n4,JUBILAZO_4_n5,JUBILAZO_4_n6,JUBILAZO_50_ANOS_1_n1,JUBILAZO_50_ANOS_1_n2,JUBILAZO_50_ANOS_1_n3,JUBILAZO_50_ANOS_1_n4,JUBILAZO_50_ANOS_1_n5,JUBILAZO_50_ANOS_1_n6,JUBILAZO_50_ANOS_2_n1,JUBILAZO_50_ANOS_2_n2,JUBILAZO_50_ANOS_2_n3,JUBILAZO_50_ANOS_2_n4,JUBILAZO_50_ANOS_2_n5,JUBILAZO_50_ANOS_2_n6,JUBILAZO_50_ANOS_3_n1,JUBILAZO_50_ANOS_3_n2,JUBILAZO_50_ANOS_3_n3,JUBILAZO_50_ANOS_3_n4,JUBILAZO_50_ANOS_3_n5,JUBILAZO_50_ANOS_3_n6,JUBILAZO_50_ANOS_n1,JUBILAZO_50_ANOS_n2,JUBILAZO_50_ANOS_n3,JUBILAZO_50_ANOS_n4,JUBILAZO_50_ANOS_n5,JUBILAZO_50_ANOS_n6,JUBILAZO_5_n1,JUBILAZO_5_n2,JUBILAZO_5_n3,JUBILAZO_5_n4,JUBILAZO_5_n5,JUBILAZO_5_n6,JUBILAZO_6_n1,JUBILAZO_6_n2,JUBILAZO_6_n3,JUBILAZO_6_n4,JUBILAZO_6_n5,JUBILAZO_6_n6,JUBILAZO_7_n1,JUBILAZO_7_n2,JUBILAZO_7_n3,JUBILAZO_7_n4,JUBILAZO_7_n5,JUBILAZO_7_n6,MULTIPLICAR_FACTOR,TERMINACION_n1
3851,2016-04-24 20:00:00,24,4,2016,Sunday,12,13,15,22,31,37,39,0,0,0,0,0,15,384010,30,192010,970,6190,938,6140,15643,1160,8394,1000,4,25,27,31,33,37,,,,,,,,,,0,0,0,5,17,18,35,36,41,0,0,0,2,7,11,13,18,36,0,0,0,2,11,12,15,27,32,2,5,6,18,20,39,4,5,22,26,36,37,9,11,14,23,35,40,,,,,,,,,,,,,,,,,,,,,,,,,8,10,11,15,21,31,,,,,,,,,,,,,2,
3852,2016-04-26 20:00:00,26,4,2016,Tuesday,15,21,24,28,33,34,14,0,0,0,0,0,21,258280,54,100440,936,5800,1574,3450,15716,1090,13482,1000,17,19,22,26,27,37,,,,,,,,,,0,0,0,5,6,16,17,19,22,0,0,0,10,12,13,21,24,40,0,0,0,8,12,23,26,33,41,11,17,18,32,38,39,4,14,18,24,32,34,1,3,13,26,40,41,,,,,,,,,,,,,,,,,,,,,,,,,2,6,23,31,33,39,,,,,,,,,,,,,2,
3853,2016-04-28 20:00:00,28,4,2016,Thursday,5,7,11,17,26,34,19,0,0,0,2,15529850,72,103500,154,48390,2516,2960,3037,2450,31654,1050,20393,1000,1,5,6,21,29,30,,,,,,,,,,0,0,0,12,23,25,29,34,38,0,0,0,3,4,13,14,17,41,1,199423908,0,17,19,21,29,30,35,10,12,13,21,22,27,8,18,22,24,30,38,2,9,13,24,28,30,,,,,,,,,,,,,,,,,,,,,,,,,1,6,15,17,23,29,,,,,,,,,,,,,6,
3854,2016-05-01 20:00:00,1,5,2016,Sunday,2,5,9,14,21,27,19,1,2594461530,0,6,2140860,136,56670,232,33220,3606,2140,3855,2000,38502,1050,23446,1000,18,20,21,27,29,32,,,,,,,,,,0,0,0,13,16,21,28,32,35,0,0,0,11,13,23,30,31,41,1,199423908,0,3,6,11,19,30,37,3,4,15,18,19,31,6,13,17,18,29,30,7,10,17,32,34,37,,,,,,,,,,,,,,,,,,,,,,,,,4,10,20,24,30,38,,,,,,,,,,,,,3,
3855,2016-05-03 20:00:00,3,5,2016,Tuesday,4,5,6,7,37,40,34,0,0,0,0,0,10,326610,20,163300,582,6280,524,6230,9538,1080,5486,1000,6,16,18,22,23,38,,,,,,,,,,0,0,0,14,16,18,32,33,41,0,0,0,11,12,13,19,26,39,0,0,0,2,18,23,32,37,39,3,7,10,17,26,34,1,8,10,14,27,36,9,12,14,24,27,34,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,24,25,40,,,,,,,,,,,,,2,
3856,2016-05-05 20:00:00,5,5,2016,Thursday,7,10,14,16,19,23,24,0,0,0,0,0,32,96670,66,46870,952,3250,1119,2770,12373,1050,8273,1000,2,13,14,19,21,28,,,,,,,,,,0,0,0,12,17,28,29,32,36,0,0,0,10,13,22,28,29,39,0,0,0,11,17,21,31,38,40,3,5,10,16,30,35,3,4,8,35,37,40,11,14,22,27,28,32,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,14,20,33,,,,,,,,,,,,,3,
3857,2016-05-08 20:00:00,8,5,2016,Sunday,4,7,11,14,30,41,28,0,0,0,1,17403050,26,157010,99,41240,1159,3520,1931,2110,15715,1050,12162,1000,8,29,30,32,33,38,,,,,,,,,,0,0,0,7,17,19,27,36,40,0,0,0,7,8,20,22,28,40,0,0,0,9,14,25,26,28,41,1,4,19,25,34,40,11,17,22,33,36,38,1,5,16,22,30,32,,,,,,,,,,,,,,,,,,,,,,,,,2,15,23,29,33,37,,,,,,,,,,,,,2,
3858,2016-05-10 20:00:00,10,5,2016,Tuesday,1,8,19,20,27,30,13,0,0,0,2,2397510,19,151420,65,44260,787,3660,1206,2390,9914,1050,8855,1000,2,14,28,35,37,38,,,,,,,,,,0,0,0,5,15,16,20,21,37,0,0,0,4,15,18,22,23,26,0,0,0,7,8,12,22,33,39,1,6,13,15,16,35,3,4,24,31,37,41,4,10,22,25,32,35,,,,,,,,,,,,,,,,,,,,,,,,,1,10,17,20,22,34,,,,,,,,,,,,,2,
3859,2016-05-12 20:00:00,12,5,2016,Thursday,5,17,19,23,27,30,7,0,0,0,0,0,26,125740,149,21940,1078,3030,2442,1340,12612,1050,14718,1000,4,5,21,23,32,39,,,,,,,,,,0,0,0,5,12,24,25,28,30,0,0,0,2,6,18,29,33,35,0,0,0,9,10,15,20,33,37,7,8,10,15,25,35,1,8,13,22,23,34,2,8,10,13,31,39,,,,,,,,,,,,,,,,,,,,,,,,,9,10,12,16,30,35,,,,,,,,,,,,,3,
3860,2016-05-15 21:00:00,15,5,2016,Sunday,10,14,15,20,28,32,34,0,0,0,0,0,23,224000,55,93670,1148,5060,1028,5010,16694,1050,8271,1000,6,13,15,16,28,39,,,,,,,,,,0,0,0,20,22,29,35,36,38,0,0,0,7,13,23,28,29,41,0,0,0,1,11,16,19,30,36,2,10,23,24,32,36,4,11,14,25,26,35,16,18,20,22,27,34,,,,,,,,,,,,,,,,,,,,,,,,,1,7,15,23,25,41,,,,,,,,,,,,,6,
3861,2016-05-17 21:00:00,17,5,2016,Tuesday,17,20,29,32,38,39,30,0,0,0,0,0,15,267500,24,167190,481,8340,579,6930,7955,1590,6013,1000,2,15,19,20,36,37,,,,,,,,,,0,0,0,3,7,22,32,37,41,0,0,0,8,11,23,27,35,39,0,0,0,25,29,32,37,38,40,11,13,16,22,37,41,17,22,23,28,35,41,2,7,11,19,25,31,,,,,,,,,,,,,,,,,,,,,,,,,1,7,11,13,26,28,,,,,,,,,,,,,3,
3862,2016-05-19 21:00:00,19,5,2016,Thursday,6,16,24,31,32,40,3,0,0,0,0,0,10,420780,55,76510,723,5820,1348,3120,10214,1300,11112,1000,2,3,12,22,25,35,,,,,,,,,,0,0,0,10,11,12,29,34,39,0,0,0,2,4,5,6,15,41,0,0,0,2,13,25,27,37,40,4,5,11,13,37,40,3,14,22,33,38,40,10,13,14,16,23,30,,,,,,,,,,,,,,,,,,,,,,,,,10,14,22,29,36,40,,,,,,,,,,,,,4,
3863,2016-05-22 21:00:00,22,5,2016,Sunday,7,20,22,24,31,34,2,0,0,0,0,0,22,266620,72,81470,1049,5590,2003,2930,16324,1130,16331,1000,1,8,11,31,33,35,,,,,,,,,,0,0,0,21,23,26,34,35,36,0,0,0,17,28,33,35,37,40,0,0,0,7,14,23,29,33,40,1,5,13,14,19,25,1,2,5,16,29,39,7,9,15,18,29,35,,,,,,,,,,,,,,,,,,,,,,,,,8,11,19,21,26,41,,,,,,,,,,,,,3,
3864,2016-05-24 21:00:00,24,5,2016,Tuesday,10,12,13,29,32,40,39,0,0,0,0,0,11,448590,51,96750,714,6910,784,6290,11753,1320,6631,1000,13,17,21,25,27,30,,,,,,,,,,0,0,0,15,16,20,22,29,41,0,0,0,5,14,16,22,23,30,0,0,0,7,14,15,27,35,41,4,7,12,28,29,39,6,16,17,22,23,29,4,22,26,28,30,33,,,,,,,,,,,,,,,,,,,,,,,,,5,10,16,29,31,35,,,,,,,,,,,,,7,
3865,2016-05-26 21:00:00,26,5,2016,Thursday,5,6,9,17,19,39,34,0,0,0,0,0,30,170380,60,85190,1332,4390,1178,4340,20398,1050,8815,1000,4,8,9,13,14,28,,,,,,,,,,0,0,0,3,6,19,23,32,35,0,0,0,10,14,21,23,31,38,0,0,0,10,14,20,21,28,34,9,12,19,20,23,35,2,15,18,20,21,26,3,13,28,29,30,35,,,,,,,,,,,,,,,,,,,,,,,,,1,4,22,27,33,35,,,,,,,,,,,,,7,
3866,2016-05-29 21:00:00,29,5,2016,Sunday,5,8,16,20,37,38,39,0,0,0,1,65818200,27,256960,57,121720,1257,6130,1141,6080,18283,1190,9880,1000,9,17,18,19,27,40,,,,,,,,,,0,0,0,1,8,22,29,30,34,0,0,0,3,6,14,15,20,27,0,0,0,1,4,9,22,31,34,6,24,27,36,37,39,20,24,27,34,36,37,13,14,15,18,23,40,,,,,,,,,,,,,,,,,,,,,,,,,2,3,12,16,22,23,,,,,,,,,,,,,4,
3867,2016-05-31 21:00:00,31,5,2016,Tuesday,3,17,26,27,28,39,20,0,0,0,1,7132070,38,213960,79,99520,0,0,0,0,0,0,0,0,1,5,8,17,27,38,,,,,,,,,,0,0,0,7,9,16,22,27,39,0,0,0,5,9,16,23,32,38,0,0,0,7,8,12,19,25,33,3,12,13,22,27,37,5,12,17,18,31,36,9,12,20,28,29,35,,,,,,,,,,,,,,,,,,,,,,,,,2,5,13,22,26,27,,,,,,,,,,,,,1,
3868,2016-06-02 21:00:00,2,6,2016,Thursday,3,5,13,18,27,38,8,0,0,0,3,2225960,35,114480,118,33960,1345,2980,2186,1830,16698,1050,13041,1000,1,5,9,21,34,35,,,,,,,,,,0,0,0,5,17,18,19,28,35,0,0,0,12,16,18,31,33,41,0,0,0,5,15,27,28,35,36,3,12,25,27,32,40,9,14,25,28,38,40,1,7,12,23,34,35,,,,,,,,,,,,,,,,,,,,,,,,,10,17,22,25,27,41,,,,,,,,,,,,,3,
3869,2016-06-05 21:00:00,5,6,2016,Sunday,5,7,9,15,33,35,18,0,0,0,5,1922180,69,83570,143,40330,2253,2560,2810,2050,27087,1050,19118,1000,8,12,19,29,33,37,,,,,,,,,,0,0,0,1,2,15,16,22,24,0,0,0,6,8,15,30,36,37,0,0,0,1,8,14,17,30,34,12,22,23,29,37,41,5,10,11,18,31,35,10,15,18,24,36,41,,,,,,,,,,,,,,,,,,,,,,,,,1,15,28,29,33,37,,,,,,,,,,,,,2,
3870,2016-06-07 21:00:00,7,6,2016,Tuesday,2,18,19,21,30,40,20,0,0,0,1,8016580,16,300620,57,84390,926,5190,1249,3850,14217,1060,9934,1000,3,6,7,22,28,29,,,,,,,,,,0,0,0,4,11,24,28,36,38,0,0,0,6,9,12,36,38,39,0,0,0,2,4,11,14,20,41,11,12,15,28,29,32,3,7,8,11,17,18,13,15,18,26,29,33,,,,,,,,,,,,,,,,,,,,,,,,,7,11,22,26,29,30,,,,,,,,,,,,,2,
3871,2016-06-09 21:00:00,9,6,2016,Thursday,1,9,15,28,32,41,27,0,0,0,2,4361310,23,227550,69,75850,1063,4920,1433,3650,15588,1060,13092,1000,5,12,21,24,28,38,,,,,,,,,,0,0,0,9,10,15,20,21,28,0,0,0,1,7,16,28,30,34,0,0,0,5,14,18,27,33,35,7,13,23,26,29,36,18,20,22,28,29,30,6,10,17,25,30,41,,,,,,,,,,,,,,,,,,,,,,,,,22,26,27,30,35,36,,,,,,,,,,,,,2,
3872,2016-06-12 21:00:00,12,6,2016,Sunday,2,9,21,25,26,38,10,1,3047716110,0,2,6463440,28,277010,97,79960,1500,5170,2151,3610,24324,1050,18819,1000,2,5,7,30,31,36,,,,,,,,,,0,0,0,7,16,18,21,22,34,0,0,0,2,7,21,24,25,38,0,0,0,16,17,18,24,38,40,12,19,31,32,36,37,15,16,20,22,34,38,3,24,28,31,36,38,,,,,,,,,,,,,,,,,,,,,,,,,8,12,21,24,26,41,,,,,,,,,,,,,3,
3873,2016-06-14 21:00:00,14,6,2016,Tuesday,8,12,13,17,27,37,41,0,0,0,0,0,25,122970,32,96070,802,5070,613,5020,11112,1050,4580,1000,3,7,8,15,27,30,,,,,,,,,,0,0,0,13,20,29,32,37,38,0,0,0,8,23,30,38,39,40,0,0,0,1,6,14,22,31,34,9,15,19,26,28,33,2,16,18,25,32,40,4,15,17,27,28,29,,,,,,,,,,,,,,,,,,,,,,,,,4,9,18,29,32,36,,,,,,,,,,,,,4,
3874,2016-06-16 21:00:00,16,6,2016,Thursday,6,10,23,24,35,36,14,0,0,0,0,0,9,337180,44,68970,543,5590,852,3560,8812,1080,7188,1000,3,18,29,31,34,40,,,,,,,,,,0,0,0,1,13,23,29,30,37,0,0,0,5,16,19,22,28,38,0,0,0,13,19,21,27,29,30,12,16,18,26,33,40,4,5,17,20,29,31,14,15,16,17,19,25,,,,,,,,,,,,,,,,,,,,,,,,,10,17,18,24,25,34,,,,,,,,,,,,,2,
3875,2016-06-19 21:00:00,19,6,2016,Sunday,1,5,14,28,30,32,10,0,0,0,1,16826180,33,120810,81,49220,933,4270,1525,2620,13571,1050,11274,1000,7,10,16,17,29,37,,,,,,,,,,0,0,0,2,4,7,10,31,35,0,0,0,2,7,11,17,28,32,0,0,0,7,14,20,30,31,40,7,8,11,23,28,37,1,5,9,16,19,31,7,11,14,18,22,38,,,,,,,,,,,,,,,,,,,,,,,,,10,14,30,37,39,40,,,,,,,,,,,,,3,
3876,2016-06-21 21:00:00,21,6,2016,Tuesday,2,3,4,26,28,31,40,0,0,0,0,0,25,152460,19,152410,691,5550,527,5500,11300,1050,4445,1000,6,16,25,32,36,37,,,,,,,,,,0,0,0,14,16,17,23,28,34,0,0,0,8,19,21,30,36,41,0,0,0,19,20,24,31,33,37,4,8,15,27,33,34,6,13,17,23,26,39,4,9,10,12,15,31,,,,,,,,,,,,,,,,,,,,,,,,,5,16,20,22,23,27,,,,,,,,,,,,,5,
3877,2016-06-23 21:00:00,23,6,2016,Thursday,2,3,8,30,32,41,14,0,0,0,0,0,5,646090,30,107680,513,6300,891,3630,9024,1130,7687,1000,13,16,18,21,22,31,,,,,,,,,,0,0,0,3,12,21,25,26,27,0,0,0,3,7,15,23,32,34,0,0,0,8,15,24,28,37,38,1,13,14,15,31,35,9,11,17,21,28,36,6,14,16,19,33,40,,,,,,,,,,,,,,,,,,,,,,,,,7,21,23,32,33,34,,,,,,,,,,,,,4,
3878,2016-06-26 21:00:00,26,6,2016,Sunday,2,4,16,27,35,36,8,0,0,0,1,17802130,21,216910,103,44220,936,4870,1947,2340,13939,1050,13817,1000,8,9,10,16,17,41,,,,,,,,,,0,0,0,13,22,26,28,32,38,0,0,0,11,15,22,24,29,37,0,0,0,11,19,28,35,37,40,9,15,30,31,33,34,10,23,30,33,35,37,8,18,21,24,29,34,,,,,,,,,,,,,,,,,,,,,,,,,3,4,7,27,29,41,,,,,,,,,,,,,3,
3879,2016-06-28 21:00:00,28,6,2016,Tuesday,12,16,17,21,38,40,8,0,0,0,1,4959550,9,330640,18,165320,364,8180,772,3850,6255,1500,7453,1000,3,18,19,23,24,35,,,,,,,,,,0,0,0,6,8,10,24,25,28,0,0,0,1,16,20,23,25,38,0,0,0,5,17,22,23,31,40,5,6,16,23,27,38,8,9,11,23,25,35,10,12,15,17,38,39,,,,,,,,,,,,,,,,,,,,,,,,,3,10,15,26,30,38,,,,,,,,,,,,,3,
3880,2016-06-30 21:00:00,30,6,2016,Thursday,1,3,4,14,17,21,37,1,984809910,0,0,0,51,86620,44,86570,1521,4670,825,4620,19609,1050,6217,1000,10,24,26,30,32,38,,,,,,,,,,0,0,0,15,18,21,25,29,39,0,0,0,3,11,24,26,29,32,0,0,0,15,16,19,21,30,38,7,17,22,24,31,38,8,13,23,27,29,37,5,16,18,30,35,39,,,,,,,,,,,,,,,,,,,,,,,,,7,22,25,28,31,33,,,,,,,,,,,,,2,
3881,2016-07-03 21:00:00,3,7,2016,Sunday,4,17,23,24,34,35,5,0,0,0,1,13372510,11,383110,46,91610,0,0,0,0,0,0,0,0,4,11,18,23,25,30,,,,,,,,,,0,0,0,1,4,6,10,27,32,0,0,0,4,14,19,27,33,41,0,0,0,3,9,20,26,33,39,4,16,25,36,40,41,3,5,19,21,34,36,2,6,10,17,24,32,,,,,,,,,,,,,,,,,,,,,,,,,2,4,17,28,31,39,,,,,,,,,,,,,8,
3882,2016-07-05 21:00:00,5,7,2016,Tuesday,16,20,27,28,34,40,38,1,280407740,0,0,0,12,285020,23,148710,473,7230,552,6200,7604,1410,4583,1000,6,8,11,20,21,41,,,,,,,,,,0,0,0,18,32,33,34,36,41,0,0,0,2,10,18,21,23,30,0,0,0,6,14,15,16,17,25,8,10,12,15,39,40,17,18,22,23,32,36,12,14,15,24,27,30,,,,,,,,,,,,,,,,,,,,,,,,,3,4,14,18,28,36,,,,,,,,,,,,,6,
3883,2016-07-07 21:00:00,7,7,2016,Thursday,4,7,11,24,28,37,9,0,0,0,0,0,30,114590,90,38200,1140,3020,1598,2150,13662,1050,12072,1000,3,6,11,25,26,34,,,,,,,,,,0,0,0,4,6,25,28,33,38,0,0,0,10,11,17,18,21,25,0,0,0,6,10,13,21,23,29,1,4,15,20,34,35,6,12,14,19,31,39,3,10,11,14,32,34,,,,,,,,,,,,,,,,,,,,,,,,,6,12,20,21,35,37,,,,,,,,,,,,,4,
3884,2016-07-10 21:00:00,10,7,2016,Sunday,11,13,15,21,22,31,27,0,0,0,1,18091170,33,121110,84,47580,1137,3520,1753,2280,15399,1050,12602,1000,24,26,29,32,34,35,,,,,,,,,,0,0,0,1,3,12,20,34,39,0,0,0,7,12,19,20,24,30,0,0,0,6,12,14,21,27,37,4,5,7,8,25,34,2,3,5,14,34,36,9,21,31,32,35,36,,,,,,,,,,,,,,,,,,,,,,,,,13,23,29,31,34,36,,,,,,,,,,,,,6,
3885,2016-07-12 21:00:00,12,7,2016,Tuesday,2,7,8,14,28,37,27,0,0,0,1,5588380,14,239500,77,43550,943,3560,1289,2600,12790,1050,9827,1000,5,14,17,19,35,39,,,,,,,,,,0,0,0,5,9,15,24,30,39,0,0,0,4,10,15,27,30,37,0,0,0,4,5,14,17,32,41,1,5,12,14,27,33,5,13,24,28,30,35,5,17,18,31,39,40,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,10,12,34,,,,,,,,,,,,,3,
3886,2016-07-14 21:00:00,14,7,2016,Thursday,5,9,18,30,36,39,1,0,0,0,0,0,13,257050,62,53900,861,3880,1292,2590,10883,1050,9756,1000,9,18,22,34,35,36,,,,,,,,,,0,0,0,2,4,27,28,34,41,0,0,0,3,5,9,11,22,27,0,0,0,5,9,19,30,36,38,4,7,11,23,38,41,16,24,26,27,37,39,7,18,27,28,33,38,,,,,,,,,,,,,,,,,,,,,,,,,2,14,25,30,33,41,,,,,,,,,,,,,2,
3887,2016-07-17 21:00:00,17,7,2016,Sunday,5,11,25,26,32,37,3,0,0,0,1,13037010,15,298710,50,89610,714,6280,1435,3120,11671,1210,13595,1000,14,15,19,20,27,30,,,,,,,,,,0,0,0,9,20,25,27,33,35,1,783210940,0,3,4,14,16,19,22,0,0,0,3,13,15,17,21,25,1,4,14,26,32,37,2,11,18,21,35,38,5,7,15,22,25,41,,,,,,,,,,,,,,,,,,,,,,,,,1,14,19,20,28,34,,,,,,,,,,,,,2,
3888,2016-07-19 21:00:00,19,7,2016,Tuesday,3,12,13,19,33,40,8,0,0,0,1,5156310,14,220990,64,48340,774,4000,1155,2680,10802,1050,8892,1000,1,9,14,15,16,34,,,,,,,,,,0,0,0,8,17,18,24,34,37,0,0,0,10,11,17,30,37,38,0,0,0,7,8,10,30,39,40,3,8,12,26,28,36,1,3,4,15,37,39,5,13,29,37,38,39,,,,,,,,,,,,,,,,,,,,,,,,,6,7,9,12,17,35,,,,,,,,,,,,,3,
3889,2016-07-21 21:00:00,21,7,2016,Thursday,3,22,24,27,30,38,14,0,0,0,1,5375720,13,248110,42,76800,538,6000,960,3360,9041,1120,7876,1000,15,17,18,21,27,37,,,,,,,,,,0,0,0,3,17,22,32,36,39,0,0,0,15,16,17,26,33,35,0,0,0,4,11,23,30,34,40,5,8,11,19,28,33,11,20,24,29,31,38,2,10,31,32,37,39,,,,,,,,,,,,,,,,,,,,,,,,,10,15,22,23,30,39,,,,,,,,,,,,,3,
3890,2016-07-24 21:00:00,24,7,2016,Sunday,2,5,8,17,18,33,23,0,0,0,2,3631220,37,117770,132,33010,1543,2820,2203,1980,19192,1050,13479,1000,1,18,21,28,32,37,,,,,,,,,,0,0,0,3,4,8,11,15,38,0,0,0,2,7,8,9,14,15,0,0,0,19,27,28,36,37,40,3,18,30,33,35,39,1,17,18,23,24,32,8,17,21,25,26,37,,,,,,,,,,,,,,,,,,,,,,,,,1,4,32,36,40,41,,,,,,,,,,,,,2,
3891,2016-07-26 21:00:00,26,7,2016,Tuesday,14,19,24,25,29,41,5,0,0,0,1,5923390,13,273390,44,80770,485,7330,1130,3150,8400,1330,9827,1000,9,16,17,19,30,39,,,,,,,,,,0,0,0,5,8,19,20,27,32,0,0,0,1,10,13,21,27,36,0,0,0,4,11,15,19,38,41,2,5,14,19,31,35,13,16,24,27,39,40,8,16,20,23,29,39,,,,,,,,,,,,,,,,,,,,,,,,,7,11,16,31,36,40,,,,,,,,,,,,,4,
3892,2016-07-28 21:00:00,28,7,2016,Thursday,15,16,17,20,30,32,9,0,0,0,0,0,16,234290,54,69420,592,6330,1152,3250,9879,1190,10640,1000,2,11,18,20,30,33,,,,,,,,,,0,0,0,1,7,18,25,29,34,0,0,0,12,16,20,23,35,36,0,0,0,2,10,20,22,38,39,10,13,25,26,27,32,10,12,13,22,34,37,7,10,12,30,34,37,,,,,,,,,,,,,,,,,,,,,,,,,6,19,21,24,30,39,,,,,,,,,,,,,3,
3893,2016-07-31 21:00:00,31,7,2016,Sunday,14,17,18,20,24,37,9,0,0,0,1,15730310,18,316090,63,90310,871,6530,1700,3350,14299,1250,15589,1000,7,13,15,23,34,38,,,,,,,,,,0,0,0,4,15,16,31,39,41,0,0,0,10,11,19,24,30,37,0,0,0,4,21,22,25,26,32,6,12,20,23,27,35,3,14,17,21,30,36,8,21,24,26,30,34,,,,,,,,,,,,,,,,,,,,,,,,,1,10,16,22,26,39,,,,,,,,,,,,,2,
3894,2016-08-02 21:00:00,2,8,2016,Tuesday,4,10,11,13,31,32,28,0,0,0,0,0,17,273170,69,67300,916,5070,1641,2830,15037,1050,12800,1000,3,25,27,33,36,41,,,,,,,,,,1,2092364820,0,9,10,28,33,36,38,0,0,0,1,10,17,27,28,36,0,0,0,8,16,18,20,26,32,5,7,10,20,29,38,1,3,15,16,20,41,5,17,20,24,28,30,,,,,,,,,,,,,,,,,,,,,,,,,7,11,13,18,29,30,,,,,,,,,,,,,4,
3895,2016-08-04 21:00:00,4,8,2016,Thursday,20,29,33,36,37,39,10,0,0,0,1,13407290,8,425060,31,109690,372,9140,601,5660,6178,1730,5810,1000,1,8,16,21,23,25,,,,,,,,,,0,0,0,11,13,15,29,34,38,1,78863620,0,2,19,21,31,36,40,0,0,0,4,9,22,24,34,39,1,8,23,32,37,38,2,12,19,29,37,38,2,7,10,18,24,34,,,,,,,,,,,,,,,,,,,,,,,,,8,16,20,23,30,33,,,,,,,,,,,,,4,
3896,2016-08-07 21:00:00,7,8,2016,Sunday,4,14,15,30,36,37,35,0,0,0,0,0,10,438440,25,175380,650,6750,750,5850,11471,1200,7162,1000,6,27,28,29,30,33,,,,,,,,,,0,0,0,2,11,13,25,33,35,0,0,0,1,8,10,19,27,38,1,199412836,0,27,30,31,35,40,41,1,7,9,23,36,38,5,8,9,18,31,34,6,14,28,32,34,40,,,,,,,,,,,,,,,,,,,,,,,,,2,9,14,15,23,41,,,,,,,,,,,,,4,
3897,2016-08-09 21:00:00,9,8,2016,Tuesday,4,13,14,28,30,35,21,0,0,0,1,12953040,15,225830,111,30520,764,4430,1935,1750,10982,1050,10683,1000,13,18,27,29,37,39,,,,,,,,,,0,0,0,2,4,18,33,36,38,0,0,0,6,15,20,21,33,39,0,0,0,3,13,18,26,27,28,7,15,21,31,33,39,1,19,24,28,33,38,2,13,21,27,34,36,,,,,,,,,,,,,,,,,,,,,,,,,1,5,12,33,34,35,,,,,,,,,,,,,4,
3898,2016-08-11 21:00:00,11,8,2016,Thursday,8,10,20,25,31,40,3,0,0,0,1,5669200,19,179030,58,58650,623,5460,1130,3010,9297,1150,9749,1000,1,7,15,18,24,28,,,,,,,,,,0,0,0,20,24,27,29,40,41,0,0,0,1,10,13,21,28,33,0,0,0,8,12,19,28,29,36,3,4,5,6,21,25,1,7,8,12,14,41,6,8,18,20,25,29,,,,,,,,,,,,,,,,,,,,,,,,,4,9,10,11,14,17,,,,,,,,,,,,,4,
